date,demand,solar_generation
2018-01-31,434.93428306022463,169.46260941335072
2018-02-28,444.7613362784743,209.51912169281297
2018-03-31,471.404474987366,153.52072484710453
2018-04-30,486.4379236554106,201.19490582968197
2018-05-31,437.2183409562375,176.939508840474
2018-06-30,416.4440214243967,152.55714326413874
2018-07-31,431.9363689862042,139.82711587338466
2018-08-31,401.6248891825687,95.40460505918655
2018-09-30,374.4133291827094,117.97252731624013
2018-10-31,405.57809969658183,133.39172875932684
2018-11-30,407.98516727051134,166.25291771337623
2018-12-31,437.1642781680315,157.71890447237416
2019-01-31,480.54347078343335,174.77400440730642
2019-02-28,459.9652427608547,195.4245196525391
2019-03-31,474.65657292720414,223.44934162468604
2019-04-30,495.43580129454335,210.6990433596531
2019-05-31,472.34901139612845,184.58880821110006
2019-06-30,478.1159325673985,181.6426734685313
2019-07-31,432.8958565177448,156.80827591627693
2019-08-31,408.7343459249173,156.6492220868975
2019-09-30,463.8200176319522,127.63821767634676
2019-10-31,440.9155981672445,140.02151643838832
2019-11-30,469.3083105726317,155.10429319597537
2019-12-31,468.68813486728016,160.44164197520132
2020-01-31,515.5207962137216,208.2446210573771
2020-02-29,551.1535248003206,223.76811283970966
2020-03-31,536.8392833811314,226.69642015949606
2020-04-30,564.8997375983889,219.15037816483485
2020-05-31,531.2970853565535,188.20605858755363
2020-06-30,516.70133627174,184.53539058105483
2020-07-31,489.72643113569376,167.11280337885904
2020-08-31,524.7302089939145,146.98679664128412
2020-09-30,484.9413231108751,152.65113686022113
2020-10-31,474.98113094996995,167.89861994027717
2020-11-30,535.1128700730497,206.18011246181987
2020-12-31,523.4704509442415,201.9144418403649
2021-01-31,581.2899479564331,224.56748121295414
2021-02-28,560.4458958806404,235.63700347122307
2021-03-31,583.9996593037215,214.73955853107776
2021-04-30,612.0272273009706,239.17288548442804
2021-05-31,608.7834161069505,227.24148131812947
2021-06-30,576.6668022435177,244.6951105605187
2021-07-31,550.1518230846295,186.26951510574793
2021-08-31,532.3667967440626,180.4455742653168
2021-09-30,506.3450531503979,171.45115444033684
2021-10-31,532.4426907133064,161.2090949744703
2021-11-30,560.1534217639029,211.9310746120915
2021-12-31,619.7339938201529,227.47617858889316
2022-01-31,634.6892671998199,249.4711130084626
2022-02-28,615.082720603094,240.01428883649868
2022-03-31,667.7492850216987,281.46444987530907
2022-04-30,651.0925823273744,235.4442361249863
2022-05-31,631.1798698530358,252.04229302672235
2022-06-30,636.1771877486484,257.50472171109334
2022-07-31,623.789004534426,191.1982931512087
2022-08-31,607.7186983902852,184.32930663697528
2022-09-30,569.8353678454063,190.36800991293433
2022-10-31,591.3595527162889,188.08853917772456
2022-11-30,626.6956911632825,188.4301893790784
2022-12-31,668.8066771903345,234.12703617138618
2023-01-31,668.9376420036575,238.57248654762955
2023-02-28,697.3345695291849,277.6603955686517
2023-03-31,689.8451315057948,263.5325801484648
2023-04-30,685.5743208061999,296.6224265928378
2023-05-31,711.6730516591515,248.39204568537897
2023-06-30,701.7726878953601,236.71837303156275
2023-07-31,652.4330370050131,235.16050473941826
2023-08-31,659.8679793179143,191.26221628521174
2023-09-30,644.5566641629246,209.18654690638587
2023-10-31,635.3456304933235,232.14922375440815
2023-11-30,678.0025599974922,204.47930077735623
2023-12-31,730.7607313293194,252.76950787798455
