timestamp,energy_consumption,temperature,humidity,wind_speed,precipitation,day_type,population_density,household_income,renewable_contribution
2020-01-01 00:00:00,549.6714153011233,18.60752634756389,33.3399835682597,3.2529169919400243,0.11654221503341677,weekday,1122.4317403392874,59240.25593198291,9.631780433595017
2020-01-01 01:00:00,486.1735698828815,20.472502684731737,89.1460563494888,13.884218760147462,0.03548945602827626,weekend,1146.5173875103214,59955.496774832856,76.16786313368203
2020-01-01 02:00:00,564.7688538100692,19.013094694774285,78.00110888690503,7.7224467233703225,0.18880320321877933,holiday,1125.6327760956779,51794.19577984219,13.730620042139375
2020-01-01 03:00:00,652.3029856408025,22.5520902347306,82.12854429788698,7.21649821811909,0.30798691885121365,weekday,1307.568533231675,39980.51784454382,65.47598816421494
2020-01-01 04:00:00,476.5846625276664,27.985892657309563,71.65765668857676,14.941561328903186,0.21974639812286414,holiday,1239.0482915822754,51215.616896961124,45.19807276119477
2020-01-01 05:00:00,476.58630430508197,18.144789214293976,41.16300196852197,5.758949825827148,0.07656274098185281,weekday,1191.6788296870673,43881.942830564636,81.0935858684424
2020-01-01 06:00:00,657.9212815507392,27.004102488842072,31.861706545081937,12.811879723383587,0.03010242547323838,weekend,1047.3559193452695,62857.84297491742,29.56041196756045
2020-01-01 07:00:00,576.7434729152909,18.091639638265562,81.87939646416082,12.935160904752843,0.3162363275940576,weekday,1144.1477686626058,38043.244825526715,83.65269441416882
2020-01-01 08:00:00,453.05256140650476,17.761863937515578,53.77983922416738,3.490053155366933,0.07828784402128915,weekday,917.878964290893,56576.07748718617,25.225997343405982
2020-01-01 09:00:00,554.2560043585964,26.092973091716065,45.8318925623952,1.4225953852524316,0.0044777192826659425,weekday,955.8001448008064,56364.91607259537,57.43425865874907
2020-01-01 10:00:00,453.65823071875377,26.609681890038082,63.70037753033667,14.634301735737964,0.16945613880322635,weekday,1344.2829549233288,58964.46658402623,48.61123640590025
2020-01-01 11:00:00,453.4270246429743,26.25704968381327,55.25391134854316,6.388452962033504,0.056652320822420714,weekend,888.5769903574256,51962.950513214164,35.25764969351203
2020-01-01 12:00:00,524.1962271566034,15.421012958909294,69.09995974125341,0.03330483015293262,0.3680295007837799,weekend,873.856223984276,46698.9711384774,1.1777813789250802
2020-01-01 13:00:00,308.6719755342202,19.670245109639747,59.02759398327082,7.485267507434379,0.030923038563858054,weekday,927.5854619304164,73931.13602594328,39.78484722776966
2020-01-01 14:00:00,327.5082167486967,26.114942960016606,71.83398842641624,9.289505456211755,0.11411542608017321,weekend,890.138902085675,41229.3993988548,11.836053321093399
2020-01-01 15:00:00,443.77124707590275,22.207709202819473,81.20539617054858,11.641323711720514,0.05837288221289125,weekday,907.0904151406123,57181.07849995351,22.515737642783684
