date,demand,solar_generation
2018-01-01,446.8754060858955,0.0
2018-01-02,473.5782297209683,8.42777656128455
2018-01-03,520.7402303825315,0.0
2018-01-04,431.7199445231486,0.0
2018-01-05,392.50964166474307,0.0
2018-01-06,488.98933562592157,0.0
2018-01-07,402.6168330951544,0.0
2018-01-08,441.4652403437989,0.0
2018-01-09,448.9849828723049,0.0
2018-01-10,457.44987492082663,11.982827001928776
2018-01-11,488.18417221485834,0.0
2018-01-12,433.65361686710605,1.8102553341003311
2018-01-13,450.8278183746227,32.614802289330974
2018-01-14,460.77752780949174,22.860100922271727
2018-01-15,467.00937603867095,20.109305767449037
2018-01-16,465.2670033115298,0.0
2018-01-17,478.87056171370347,14.063726721752044
2018-01-18,496.0037400062506,10.443371360942443
2018-01-19,478.0911221587873,0.0
2018-01-20,480.38261115545606,18.6820763249672
2018-01-21,400.415571338734,0.0
2018-01-22,466.2319278165616,35.552637073478685
2018-01-23,484.08589657169233,9.25066458543032
2018-01-24,493.91053523749457,18.883493509600065
2018-01-25,437.3993370622234,35.913891436431335
2018-01-26,439.43942203167455,25.671438314010008
2018-01-27,442.8380817207836,0.0
2018-01-28,488.11488180205276,19.499422643084536
2018-01-29,508.32318090260645,21.136035480450488
2018-01-30,451.15229116031037,22.105496897359192
2018-01-31,504.0784625134428,0.0
2018-02-01,474.3827835964499,0.0
2018-02-02,465.11105271430245,26.32384166912635
2018-02-03,461.6813433168392,0.0
2018-02-04,501.1084251532668,0.0
2018-02-05,484.2301200473744,38.66288522606804
2018-02-06,563.0037639440047,6.8565449671904375
2018-02-07,437.4311785472789,0.0
2018-02-08,492.14732795486185,0.0
2018-02-09,451.01237890362745,12.38460408120275
2018-02-10,438.469425804414,0.0
2018-02-11,473.54914854753446,9.177599479213068
2018-02-12,480.0601407063286,13.177278497090647
2018-02-13,591.7713344570313,32.29570893706365
2018-02-14,467.49754458077257,25.43472384404187
2018-02-15,429.90005122935173,0.0
2018-02-16,486.4165762550433,30.316978165090667
2018-02-17,393.749398467519,0.914052369294561
2018-02-18,473.8959681889257,0.0
2018-02-19,477.8747010955342,3.9575325760707374
2018-02-20,509.84587465716686,36.0917135095945
2018-02-21,517.437705663735,18.19073165705085
2018-02-22,458.6174671398719,17.138847217644425
2018-02-23,473.72464285951753,46.89933000532648
2018-02-24,450.32803326623946,0.0
2018-02-25,437.01806515259716,0.0
2018-02-26,494.7124515547315,0.0
2018-02-27,431.8459953972115,22.211434456579106
2018-02-28,467.03561595930813,18.63466257961761
2018-03-01,445.00564738629174,39.643395582590024
2018-03-02,507.17703577988243,17.782713595714668
2018-03-03,557.7882051617067,6.846600183043936
2018-03-04,433.693008133305,19.999650527965755
2018-03-05,411.6107883892653,18.904010858220808
2018-03-06,481.83573502937605,0.0
2018-03-07,488.86306746290177,68.16873890883107
2018-03-08,497.5854256588496,31.02841914075056
2018-03-09,472.1921974805874,20.168866712029356
2018-03-10,482.86570161637485,22.267795819371813
2018-03-11,505.8739054417351,35.449142715980855
2018-03-12,533.6363221682327,15.206471665439516
2018-03-13,415.3213756033431,0.0
2018-03-14,479.38833950708977,24.627740667662202
2018-03-15,504.2168264513331,24.390522227306676
2018-03-16,458.1204245608709,1.5135720796297925
2018-03-17,565.188255050005,44.98393972243421
2018-03-18,471.2152310735908,23.246099552892606
2018-03-19,495.45354953937624,39.10660129564231
2018-03-20,520.0382566862315,49.434286814299924
2018-03-21,473.6733175306959,17.842348365559545
2018-03-22,423.97878108269674,27.71715321822375
2018-03-23,481.5351406400279,27.951414983656377
2018-03-24,541.3258160219724,4.5765859337080705
2018-03-25,487.02101472817134,27.48875319757091
2018-03-26,466.82514481037697,18.89020348872133
2018-03-27,538.066461161049,0.0
2018-03-28,488.95881857642576,60.935062358752575
2018-03-29,482.60466576545076,0.0
2018-03-30,509.32941651158393,0.0
2018-03-31,535.1048986925008,42.90280943506154
2018-04-01,600.2336201596015,27.271180175281494
2018-04-02,539.2323173283304,0.0
2018-04-03,552.7781929167534,35.91464179445433
2018-04-04,486.5968347641302,44.01312688972807
2018-04-05,466.21505574006534,26.78000018397387
2018-04-06,509.556832239542,74.36447823746718
2018-04-07,512.1490479686548,0.0
2018-04-08,465.50024778762935,30.613079030564695
2018-04-09,502.26361458461867,48.140075990907874
2018-04-10,525.7479558237685,32.69398556361213
2018-04-11,524.0290449766997,21.337195979231755
2018-04-12,530.1793575432569,16.065598275115264
2018-04-13,522.0840289886373,32.96625414709956
2018-04-14,490.34474586102357,31.51295531163619
2018-04-15,490.6070764323943,28.917777282985796
2018-04-16,464.05903520749763,45.747675996875486
2018-04-17,585.0914601788438,0.0
2018-04-18,514.9627127358681,20.10108358610225
2018-04-19,506.20064305042496,0.0
2018-04-20,478.62658454288334,19.402398863354687
2018-04-21,632.7546079445502,36.5357848350543
2018-04-22,473.0041928118152,28.12728817600302
2018-04-23,499.440320500323,78.70712579952675
2018-04-24,535.2296359595108,23.545853589333728
2018-04-25,543.1187737093396,27.948941720124935
2018-04-26,558.2175142496708,27.353768075913973
2018-04-27,592.8055303851523,8.360284480363653
2018-04-28,540.7127098374219,17.612812628844623
2018-04-29,479.48409272041573,39.35839080663845
2018-04-30,512.4868000822054,28.815814095772367
2018-05-01,536.1383237715038,1.1976238650932984
2018-05-02,606.6614979628257,7.05806777673995
2018-05-03,469.42171539888705,14.795719891437543
2018-05-04,573.2670910929083,30.642655002101556
2018-05-05,533.3035886282307,47.85653377768992
2018-05-06,561.4604339769991,0.0
2018-05-07,523.925458258465,23.686178832869093
2018-05-08,494.60273137371433,30.984994546761374
2018-05-09,559.0018411583202,0.0
2018-05-10,555.4724761775547,12.580354783001795
2018-05-11,567.9185471124963,4.774420840797783
2018-05-12,529.1510272862948,15.346013887326102
2018-05-13,505.7031253042888,34.50602071440519
2018-05-14,468.2165471094756,18.549706821384685
2018-05-15,563.4340049214024,15.174234152083438
2018-05-16,549.0876482223892,36.18607881486126
2018-05-17,493.6662705085543,61.751324170671715
2018-05-18,511.1774911532453,62.913928407671726
2018-05-19,515.1079506315206,0.0
2018-05-20,474.37100658456626,46.310524639230614
2018-05-21,501.71089045483086,17.83551927311463
2018-05-22,490.39644774751264,35.67995517619461
2018-05-23,518.9488283188549,28.843440093150143
2018-05-24,506.60103361169354,33.99571916193445
2018-05-25,471.81084405985126,38.902110789383364
2018-05-26,618.8280579123021,29.78542887912876
2018-05-27,587.9279773437601,17.979987843326903
2018-05-28,506.5197030121913,22.685696329054686
2018-05-29,549.4621970063774,41.13317286145263
2018-05-30,556.0218075277407,43.435209129883944
2018-05-31,587.6974337735573,48.019774368278746
2018-06-01,508.0932883422516,19.088032289670466
2018-06-02,584.7293758497972,45.97107403718561
2018-06-03,519.8463243527261,45.88498026181409
2018-06-04,489.07846288762494,63.852337204167206
2018-06-05,571.6636095407565,33.53886041361071
2018-06-06,595.9574567156383,19.369245876052254
2018-06-07,648.6918689389298,38.16297707899515
2018-06-08,497.1013092261953,0.0
2018-06-09,573.9956040660838,32.385543905466236
2018-06-10,529.6806500702909,52.88482725359149
2018-06-11,578.4263896769116,42.29119913612181
2018-06-12,489.498707045693,28.478781570410764
2018-06-13,497.9242016587831,49.31065851120434
2018-06-14,518.5146185931557,14.03338655224221
2018-06-15,553.5132925314708,41.48288507364888
2018-06-16,525.7446204375993,41.222950291970506
2018-06-17,579.3838516629984,40.35058579058487
2018-06-18,594.5304552741112,27.094290423080828
2018-06-19,577.584888401986,39.32256164186579
2018-06-20,618.4231624494788,33.81470864795242
2018-06-21,570.4146474773405,43.56091870545931
2018-06-22,505.6280884216821,24.230011403193604
2018-06-23,609.5943775880897,74.58172591014693
2018-06-24,531.571084522188,74.98974249125004
2018-06-25,593.2191129083311,21.23648462528626
2018-06-26,620.3195766773898,31.861457826084425
2018-06-27,577.0109906405876,35.147589857396966
2018-06-28,499.3069134691435,26.427115713159203
2018-06-29,524.5047896191057,74.39216299319943
2018-06-30,615.0488476230004,32.54012700880368
2018-07-01,555.4482671319032,53.550466037635374
2018-07-02,565.3492163938678,53.059201759410435
2018-07-03,593.3409143585912,19.703678438264355
2018-07-04,591.2658606772025,23.106713756824348
2018-07-05,575.5135876615034,13.675655273682832
2018-07-06,556.8273347343072,23.464182274935
2018-07-07,553.1726531831857,0.0
2018-07-08,600.0658810801715,47.12539491418403
2018-07-09,587.5877639892675,80.86470059467494
2018-07-10,555.4449227498615,34.19934941594437
2018-07-11,610.0415980130032,12.74273419097306
2018-07-12,562.25483551075,24.68496553634049
2018-07-13,533.1898960480007,40.90123887874713
2018-07-14,537.530919288601,28.78050970453195
2018-07-15,529.4908525255295,53.635485631098284
2018-07-16,557.7826560826344,54.81226885941453
2018-07-17,618.6462066670592,16.168045520937575
2018-07-18,537.6566715833533,51.55622448036976
2018-07-19,577.2886379002123,71.8928654187672
2018-07-20,544.2101240882289,73.49997112125878
2018-07-21,560.9056346224032,90.54142423926078
2018-07-22,512.0476369967892,26.61412935332048
2018-07-23,564.7411794617418,101.3713581316256
2018-07-24,565.5647981286481,28.756486559215812
2018-07-25,594.9196462015728,35.13058486925582
2018-07-26,583.0465715572703,43.83988144037767
2018-07-27,526.9846388137732,31.5610746208165
2018-07-28,619.0924228913135,55.04760556081183
2018-07-29,586.8083531206369,15.301027964292086
2018-07-30,587.1643379662548,40.28828101876817
2018-07-31,580.0083375447985,64.61876044436855
2018-08-01,560.7091352370542,40.0306650442028
2018-08-02,591.0043013724569,44.117689158031666
2018-08-03,601.6456174058341,47.41515905108385
2018-08-04,513.6761177864165,65.2399461809967
2018-08-05,562.071984644767,0.0
2018-08-06,573.7935802253702,51.789651139814076
2018-08-07,594.466535931399,36.27132910153179
2018-08-08,632.4964470844415,45.32927737273243
2018-08-09,555.6874105424781,63.46520154829984
2018-08-10,566.0881025914517,19.75069330781865
2018-08-11,566.3830864915986,27.164500340509427
2018-08-12,554.4121546392614,11.528890183540511
2018-08-13,572.811796870565,29.23558972257289
2018-08-14,618.6297827728357,63.280714017423044
2018-08-15,546.1672332754154,35.50099837781536
2018-08-16,605.3149841527502,15.00526459369216
2018-08-17,520.2093641415237,33.17290313487237
2018-08-18,566.6944387816085,10.471165509249484
2018-08-19,576.0396201338262,14.323776362781036
2018-08-20,656.8133357506051,50.457281926275456
2018-08-21,579.3292106554322,23.7020785744473
2018-08-22,502.38178826002354,72.42187449019765
2018-08-23,512.149979823912,41.06106172487914
2018-08-24,594.293387006194,45.345184292763534
2018-08-25,616.8188962873056,34.71127510718406
2018-08-26,607.8589076700033,62.0361747790893
2018-08-27,599.6393256326899,56.7933899129159
2018-08-28,640.3689610411216,57.780750948050894
2018-08-29,572.3140474728502,46.26987356815127
2018-08-30,630.0910277307323,40.73824843730622
2018-08-31,529.7561885284138,60.56379749952553
2018-09-01,559.7812962349807,42.31869840551488
2018-09-02,523.4812008463444,66.73865862729922
2018-09-03,585.0357406151596,45.07641720290821
2018-09-04,594.3653481580342,32.14434937625985
2018-09-05,600.8643959511317,34.01250525981539
2018-09-06,600.2129120833937,45.534780032598114
2018-09-07,561.3089987506368,74.43727892979125
2018-09-08,590.540337786365,66.51752658130667
2018-09-09,539.2092058851581,30.437000034342514
2018-09-10,655.2658947413894,71.18512385515757
2018-09-11,589.6092797747082,42.25409954966964
2018-09-12,581.7855814746235,57.11595884426848
2018-09-13,665.0631569178521,43.987992498644196
2018-09-14,552.9589728179303,50.48245278611649
2018-09-15,557.6609999940308,69.42288637596724
2018-09-16,559.5142745789134,26.36981947872979
2018-09-17,601.5102040736759,66.02253062078852
2018-09-18,621.3975264723827,80.12956602473754
2018-09-19,634.1103289192747,50.06183482842494
2018-09-20,706.0104902102532,64.22231527519216
2018-09-21,513.0002870654288,45.240195696967064
2018-09-22,627.6042171034115,74.29588491786384
2018-09-23,580.6875341181405,6.633851954252982
2018-09-24,580.8450930175397,89.70719835668591
2018-09-25,579.1227898487468,81.20085412805491
2018-09-26,567.7273760011146,58.53233874730688
2018-09-27,671.9413353674385,21.629433519525016
2018-09-28,639.4663582977387,57.44655662900136
2018-09-29,606.3032716543073,30.37500138405021
2018-09-30,660.4705184980268,58.65848024512524
2018-10-01,546.335572786694,48.32176940750807
2018-10-02,553.458016338672,27.125890488151256
2018-10-03,520.2234421274571,86.8449510348409
2018-10-04,579.8722062822719,67.14816416592487
2018-10-05,614.3737760730301,70.92772484121654
2018-10-06,612.4504357837566,51.318159479200034
2018-10-07,614.4831563497878,39.3411599817487
2018-10-08,552.5179280676741,85.31659962859881
2018-10-09,641.8423192273101,64.94196929642422
2018-10-10,620.5725125974291,24.981332097384758
2018-10-11,639.9974918545684,83.36549006379815
2018-10-12,536.5383846926107,84.88540169433118
2018-10-13,623.9923512556222,64.6733283100506
2018-10-14,564.3120783935018,88.95759834377824
2018-10-15,596.6321374658723,58.16524414905869
2018-10-16,634.4278868799762,38.95985408085378
2018-10-17,616.7171321674894,37.93611875503424
2018-10-18,579.2619846260087,81.54263813735211
2018-10-19,613.6631044393501,35.07307121819345
2018-10-20,552.1833216851517,66.04065063514179
2018-10-21,660.2917281100052,40.219269046108906
2018-10-22,606.6280364176565,52.87775549839262
2018-10-23,659.5497123396436,68.0238007799098
2018-10-24,594.604475341834,50.098806595929254
2018-10-25,595.2469440539337,57.40391627440957
2018-10-26,586.4277638164393,75.00517311779825
2018-10-27,652.7427246838499,82.8545510620786
2018-10-28,589.2001102218487,67.69245003981186
2018-10-29,643.3911803409208,52.74281540447676
2018-10-30,603.0693363995827,48.149470439198254
2018-10-31,540.0101647983224,54.47468881878849
2018-11-01,596.5617540293164,67.31696421626167
2018-11-02,572.6108794855619,28.934879584799383
2018-11-03,622.1798559640513,77.19035853557052
2018-11-04,573.2070583830535,62.45556297708504
2018-11-05,658.4974968652116,20.964866225575754
2018-11-06,618.0288263591756,32.669519407776924
2018-11-07,614.7705563075982,40.911858966338656
2018-11-08,649.047670109833,60.85092862132549
2018-11-09,662.15060097422,105.7111317604465
2018-11-10,623.5638729585369,58.09597756550931
2018-11-11,594.5666371774511,45.31487606047907
2018-11-12,554.7812044932828,46.49947084159346
2018-11-13,598.9912860704352,47.083308107847905
2018-11-14,601.8802423111388,65.14990914955581
2018-11-15,631.3395762990028,63.39309873499566
2018-11-16,613.4833393230062,75.87082068043627
2018-11-17,655.1634674060425,53.46841715242468
2018-11-18,603.7605176403083,94.54929867070743
2018-11-19,625.8382022295403,76.21441811598496
2018-11-20,676.9470756496947,27.53373363449769
2018-11-21,642.9909932673443,86.92371279744016
2018-11-22,626.5280945873612,61.58636911202631
2018-11-23,605.7896947966043,47.07341719292425
2018-11-24,605.2686551604849,70.99877127082095
2018-11-25,597.2077651694832,97.82838960190438
2018-11-26,610.2265374573867,55.516139392227636
2018-11-27,662.3669933998801,61.818375712725
2018-11-28,623.0405316688069,54.11816418328473
