timestamp,energy_consumption,temperature,humidity,wind_speed,precipitation,day_type,population_density,household_income,renewable_contribution
2020-01-01 00:00:00,100.0,121.72661515924571,25.281424516985986,3.0272429061587838,0.07087181669409766,weekday,1002.4835707650561,55100.0,54.96714153011233
2020-01-01 01:00:00,100.0,121.40180188358995,40.127024710156,14.42922886798254,0.31884559789397754,holiday,999.324387242591,55100.014013690925,48.61735698828815
2020-01-01 02:00:00,100.0,115.30258469188416,28.01813152697682,14.76785931842364,0.051501629619599205,weekend,1003.2698601858468,55100.026053264024,56.47688538100692
2020-01-01 03:00:00,100.0,122.88310502973032,30.905692647176394,9.084557816217378,0.2529368833906472,weekday,1007.6622755211788,55100.03611872045,65.23029856408026
2020-01-01 04:00:00,100.0,112.53477054302853,37.17390606637717,3.6540842973276986,0.5122246246889994,weekday,998.8920681046657,55100.044210062166,47.658466252766644
2020-01-01 05:00:00,100.0,116.71426229210998,29.410365931510594,9.790655830679311,0.12314064840686384,weekday,998.907858926478,55100.050327291894,47.6586304305082
2020-01-01 06:00:00,100.0,109.98974485642259,20.0,15.177489000876523,0.07088866007982975,weekday,1007.9903165139496,55100.054470413146,65.79212815507391
2020-01-01 07:00:00,100.0,127.7783165057257,40.405875045535474,7.124745034337868,0.50845796449933,weekday,1003.9471347980627,55100.0566394302,57.67434729152909
2020-01-01 08:00:00,100.0,118.82743645118515,42.54928829915052,3.7327186270285337,0.8765151794704177,weekday,997.7782979276551,55100.056834348135,45.30525614065048
2020-01-01 09:00:00,100.0,130.81960409499317,20.0,12.280352768060212,0.08379756963340303,weekday,1002.854178767887,55100.05505517279,55.42560043585965
2020-01-01 10:00:00,100.0,123.9999335535091,20.0,11.927367394529734,1.1729911478256572,weekday,997.8399987645673,55100.051301910775,45.365823071875376
2020-01-01 11:00:00,100.0,122.22567498766675,50.23879617485511,2.3124902893125823,0.6678526331450175,weekday,997.8441471239453,55100.04557456953,45.34270246429743
2020-01-01 12:00:00,100.0,117.05404544950663,32.32034678503912,15.304083819795597,0.566671725302851,weekday,1001.3983158957377,55100.0378731572,52.41962271566034
2020-01-01 13:00:00,100.0,114.75343374247453,30.03551273270365,12.619539808971687,0.06446563399059053,weekday,990.6378119421231,55100.028197682775,30.867197553422024
2020-01-01 14:00:00,100.0,122.60004179039635,25.736165929504295,5.852145573790034,1.3278018552783186,holiday,991.5953326101944,55100.01654815599,32.75082167486967
2020-01-01 15:00:00,100.0,119.62761387454671,20.0,3.173581382792005,0.32072117550131635,holiday,997.4241927121946,55100.00292458737,44.37712470759027
